source_url,target_url,kind,frozen,note
https://www.randomservices.org/random/Credits.html,http://creativecommons.org/licenses/by/1.0/,reference,false,outside the bounded core/ancillary freeze
https://www.randomservices.org/random/Credits.html,http://www.distributome.org,reference,false,outside the bounded core/ancillary freeze
https://www.randomservices.org/random/Credits.html,http://www.maa.org,reference,false,outside the bounded core/ancillary freeze
https://www.randomservices.org/random/Credits.html,http://www.mathdl.org/,reference,false,outside the bounded core/ancillary freeze
https://www.randomservices.org/random/Credits.html,http://www.nsdl.org,reference,false,outside the bounded core/ancillary freeze
https://www.randomservices.org/random/Credits.html,http://www.nsf.gov,reference,false,outside the bounded core/ancillary freeze
https://www.randomservices.org/random/Credits.html,http://www.randomservices.org/random/,reference,false,outside the bounded core/ancillary freeze
https://www.randomservices.org/random/Credits.html,http://www.uah.edu/,reference,false,outside the bounded core/ancillary freeze
https://www.randomservices.org/random/Credits.html,https://svgsilh.com/image/,reference,false,outside the bounded core/ancillary freeze
https://www.randomservices.org/random/Credits.html,https://www.me.uk/cards,reference,false,outside the bounded core/ancillary freeze
https://www.randomservices.org/random/Credits.html,https://www.randomservices.org/random/Basic.js,asset,true,
https://www.randomservices.org/random/Credits.html,https://www.randomservices.org/random/Screen.css,asset,true,
https://www.randomservices.org/random/Credits.html,https://www.randomservices.org/random/buffon/Triangles.html,reference,false,outside the bounded core/ancillary freeze
https://www.randomservices.org/random/Credits.html,https://www.randomservices.org/random/data/Cicada.html,ancillary,true,
https://www.randomservices.org/random/Credits.html,https://www.randomservices.org/random/data/MM.html,ancillary,true,
https://www.randomservices.org/random/Credits.html,https://www.randomservices.org/random/foundations/Structures.html,reference,false,outside the bounded core/ancillary freeze
https://www.randomservices.org/random/Credits.html,https://www.randomservices.org/random/foundations/index.html,reference,false,outside the bounded core/ancillary freeze
https://www.randomservices.org/random/Credits.html,https://www.randomservices.org/random/games/Bold.html,reference,false,outside the bounded core/ancillary freeze
https://www.randomservices.org/random/Credits.html,https://www.randomservices.org/random/games/Optimal.html,reference,false,outside the bounded core/ancillary freeze
https://www.randomservices.org/random/Credits.html,https://www.randomservices.org/random/games/RedBlack.html,reference,false,outside the bounded core/ancillary freeze
https://www.randomservices.org/random/Credits.html,https://www.randomservices.org/random/icons/Icon.svg,asset,true,
https://www.randomservices.org/random/Credits.html,https://www.randomservices.org/random/index.html,reference,false,outside the bounded core/ancillary freeze
https://www.randomservices.org/random/Credits.html,https://www.randomservices.org/random/sample/Covariance.html,reference,false,outside the bounded core/ancillary freeze
https://www.randomservices.org/random/Introduction.html,http://www.mathjax.org,reference,false,outside the bounded core/ancillary freeze
https://www.randomservices.org/random/Introduction.html,http://www.w3.org/,reference,false,outside the bounded core/ancillary freeze
https://www.randomservices.org/random/Introduction.html,https://www.randomservices.org/random/Basic.js,asset,true,
https://www.randomservices.org/random/Introduction.html,https://www.randomservices.org/random/Screen.css,asset,true,
https://www.randomservices.org/random/Introduction.html,https://www.randomservices.org/random/apps/index.html,ancillary,true,
https://www.randomservices.org/random/Introduction.html,https://www.randomservices.org/random/biographies/index.html,ancillary,true,
https://www.randomservices.org/random/Introduction.html,https://www.randomservices.org/random/data/index.html,ancillary,true,
https://www.randomservices.org/random/Introduction.html,https://www.randomservices.org/random/foundations/index.html,reference,false,outside the bounded core/ancillary freeze
https://www.randomservices.org/random/Introduction.html,https://www.randomservices.org/random/icons/Icon.png,asset,true,
https://www.randomservices.org/random/Introduction.html,https://www.randomservices.org/random/index.html,reference,false,outside the bounded core/ancillary freeze
https://www.randomservices.org/random/Screen.css,https://www.randomservices.org/random/icons/DieBlue5.svg,asset,true,
https://www.randomservices.org/random/Screen.css,https://www.randomservices.org/random/icons/DieGreen5.svg,asset,true,
https://www.randomservices.org/random/Screen.css,https://www.randomservices.org/random/icons/DieRed5.svg,asset,true,
https://www.randomservices.org/random/Screen.css,https://www.randomservices.org/random/icons/Minus.svg,asset,true,
https://www.randomservices.org/random/Screen.css,https://www.randomservices.org/random/icons/Plus.svg,asset,true,
https://www.randomservices.org/random/Screen.css,https://www.randomservices.org/random/icons/Reset.svg,asset,true,
https://www.randomservices.org/random/Screen.css,https://www.randomservices.org/random/icons/Run.svg,asset,true,
https://www.randomservices.org/random/Screen.css,https://www.randomservices.org/random/icons/Step.svg,asset,true,
https://www.randomservices.org/random/Screen.css,https://www.randomservices.org/random/icons/Stop.svg,asset,true,
https://www.randomservices.org/random/apps/Apps.js,https://www.randomservices.org/random/apps/Cards/Back.svg,asset,true,
https://www.randomservices.org/random/apps/Bertrand.html,https://www.randomservices.org/MathJax/tex-svg.js,asset,true,
https://www.randomservices.org/random/apps/Bertrand.html,https://www.randomservices.org/random/Screen.css,asset,true,
https://www.randomservices.org/random/apps/Bertrand.html,https://www.randomservices.org/random/apps/Apps.js,asset,true,
https://www.randomservices.org/random/apps/Bertrand.html,https://www.randomservices.org/random/apps/Distributions.js,asset,true,
https://www.randomservices.org/random/apps/Bertrand.html,https://www.randomservices.org/random/apps/index.html,reference,false,outside the bounded core/ancillary freeze
https://www.randomservices.org/random/apps/Bertrand.html,https://www.randomservices.org/random/icons/Icon.svg,asset,true,
https://www.randomservices.org/random/apps/BetaCoin.html,https://www.randomservices.org/MathJax/tex-svg.js,asset,true,
https://www.randomservices.org/random/apps/BetaCoin.html,https://www.randomservices.org/random/Screen.css,asset,true,
https://www.randomservices.org/random/apps/BetaCoin.html,https://www.randomservices.org/random/apps/Apps.js,asset,true,
https://www.randomservices.org/random/apps/BetaCoin.html,https://www.randomservices.org/random/apps/Distributions.js,asset,true,
https://www.randomservices.org/random/apps/BetaCoin.html,https://www.randomservices.org/random/apps/index.html,reference,false,outside the bounded core/ancillary freeze
https://www.randomservices.org/random/apps/BetaCoin.html,https://www.randomservices.org/random/icons/Icon.svg,asset,true,
https://www.randomservices.org/random/apps/BetaEstimate.html,https://www.randomservices.org/MathJax/tex-svg.js,asset,true,
https://www.randomservices.org/random/apps/BetaEstimate.html,https://www.randomservices.org/random/Screen.css,asset,true,
https://www.randomservices.org/random/apps/BetaEstimate.html,https://www.randomservices.org/random/apps/Apps.js,asset,true,
https://www.randomservices.org/random/apps/BetaEstimate.html,https://www.randomservices.org/random/apps/Distributions.js,asset,true,
https://www.randomservices.org/random/apps/BetaEstimate.html,https://www.randomservices.org/random/apps/index.html,reference,false,outside the bounded core/ancillary freeze
https://www.randomservices.org/random/apps/BetaEstimate.html,https://www.randomservices.org/random/icons/Icon.svg,asset,true,
https://www.randomservices.org/random/apps/BinomialCoin.html,https://www.randomservices.org/MathJax/tex-svg.js,asset,true,
https://www.randomservices.org/random/apps/BinomialCoin.html,https://www.randomservices.org/random/Screen.css,asset,true,
https://www.randomservices.org/random/apps/BinomialCoin.html,https://www.randomservices.org/random/apps/Apps.js,asset,true,
https://www.randomservices.org/random/apps/BinomialCoin.html,https://www.randomservices.org/random/apps/Distributions.js,asset,true,
https://www.randomservices.org/random/apps/BinomialCoin.html,https://www.randomservices.org/random/apps/index.html,reference,false,outside the bounded core/ancillary freeze
https://www.randomservices.org/random/apps/BinomialCoin.html,https://www.randomservices.org/random/icons/Icon.svg,asset,true,
https://www.randomservices.org/random/apps/BinomialTimeline.html,https://www.randomservices.org/MathJax/tex-svg.js,asset,true,
https://www.randomservices.org/random/apps/BinomialTimeline.html,https://www.randomservices.org/random/Screen.css,asset,true,
https://www.randomservices.org/random/apps/BinomialTimeline.html,https://www.randomservices.org/random/apps/Apps.js,asset,true,
https://www.randomservices.org/random/apps/BinomialTimeline.html,https://www.randomservices.org/random/apps/Distributions.js,asset,true,
https://www.randomservices.org/random/apps/BinomialTimeline.html,https://www.randomservices.org/random/apps/index.html,reference,false,outside the bounded core/ancillary freeze
https://www.randomservices.org/random/apps/BinomialTimeline.html,https://www.randomservices.org/random/icons/Icon.svg,asset,true,
https://www.randomservices.org/random/apps/BivariateNormal.html,https://www.randomservices.org/MathJax/tex-svg.js,asset,true,
https://www.randomservices.org/random/apps/BivariateNormal.html,https://www.randomservices.org/random/Screen.css,asset,true,
https://www.randomservices.org/random/apps/BivariateNormal.html,https://www.randomservices.org/random/apps/Apps.js,asset,true,
https://www.randomservices.org/random/apps/BivariateNormal.html,https://www.randomservices.org/random/apps/Distributions.js,asset,true,
https://www.randomservices.org/random/apps/BivariateNormal.html,https://www.randomservices.org/random/apps/index.html,reference,false,outside the bounded core/ancillary freeze
https://www.randomservices.org/random/apps/BivariateNormal.html,https://www.randomservices.org/random/icons/Icon.svg,asset,true,
https://www.randomservices.org/random/apps/BivariateUniform.html,https://www.randomservices.org/MathJax/tex-svg.js,asset,true,
https://www.randomservices.org/random/apps/BivariateUniform.html,https://www.randomservices.org/random/Screen.css,asset,true,
https://www.randomservices.org/random/apps/BivariateUniform.html,https://www.randomservices.org/random/apps/Apps.js,asset,true,
https://www.randomservices.org/random/apps/BivariateUniform.html,https://www.randomservices.org/random/apps/Distributions.js,asset,true,
https://www.randomservices.org/random/apps/BivariateUniform.html,https://www.randomservices.org/random/apps/index.html,reference,false,outside the bounded core/ancillary freeze
https://www.randomservices.org/random/apps/BivariateUniform.html,https://www.randomservices.org/random/icons/Icon.svg,asset,true,
https://www.randomservices.org/random/apps/BuffonCoin.html,https://www.randomservices.org/MathJax/tex-svg.js,asset,true,
https://www.randomservices.org/random/apps/BuffonCoin.html,https://www.randomservices.org/random/Screen.css,asset,true,
