relative_path,role,url,bytes,sha256,content_type,last_modified,etag
MathJax/tex-svg.js,asset,https://www.randomservices.org/MathJax/tex-svg.js,1704911,dba9c7e8646389650c445e0547023942bed229b3fdb9513b1c6c01237af0b81a,application/x-javascript,"Fri, 13 Mar 2026 16:51:33 GMT","""1a03cf-69b44095-d1c9dbbc04e43965;;;"""
random/Basic.js,asset,https://www.randomservices.org/random/Basic.js,935,006372877a2b384e20c3e1a364ddde4791890ad02020f654c22372206891b00b,application/x-javascript,"Fri, 13 Mar 2026 16:27:20 GMT","""3a7-69b43ae8-72b07f6b8ff60c95;;;"""
random/Credits.html,authority,https://www.randomservices.org/random/Credits.html,6467,2d28d0293b41b71d08a531d37399205f657fbed77592c8f7acd54bf2a54113bf,text/html,"Fri, 13 Mar 2026 20:03:52 GMT","""1943-69b46da8-7813466702ad358;;;"""
random/Introduction.html,authority,https://www.randomservices.org/random/Introduction.html,6699,baee5201aa363ac5658454213463eb6271bea64dd5821adf9a0ce07dca3446eb,text/html,"Fri, 13 Mar 2026 16:27:20 GMT","""1a2b-69b43ae8-f289059165899bb;;;"""
random/Screen.css,asset,https://www.randomservices.org/random/Screen.css,5433,589035811781debb33e3aa90ca0f376532b8ade30d54fad5c56838bec5c8d707,text/css,"Fri, 13 Mar 2026 16:27:20 GMT","""1539-69b43ae8-f959d9a730bcc355;;;"""
random/TableSort.js,asset,https://www.randomservices.org/random/TableSort.js,735,f6621f363656499da848eab932efdb4d62b6674517c0c1d1e700342c2a97bcf9,application/x-javascript,"Fri, 13 Mar 2026 16:27:20 GMT","""2df-69b43ae8-12e0f65ad715906a;;;"""
random/apps/Apps.js,asset,https://www.randomservices.org/random/apps/Apps.js,48270,a983fd231b3e5924ca46a80ef25ad614d84c70f5da933f90c698bd342ddf9d22,application/x-javascript,"Fri, 13 Mar 2026 16:28:38 GMT","""bc8e-69b43b36-316e0d2d46bb0303;;;"""
random/apps/Bertrand.html,ancillary,https://www.randomservices.org/random/apps/Bertrand.html,4769,6a8d38650e0156f6155b6236028f1ad3cac2de89c9108aa5977bcdfbba39c7a1,text/html,"Fri, 13 Mar 2026 16:28:39 GMT","""12a1-69b43b37-2a745d33e273b597;;;"""
random/apps/BetaCoin.html,ancillary,https://www.randomservices.org/random/apps/BetaCoin.html,5601,685f5d03ac14aa4bb3bc518e4b8b3a5bbeb73592434f31b069a92abd7567f3ef,text/html,"Fri, 13 Mar 2026 16:28:37 GMT","""15e1-69b43b35-100625e100849b8c;;;"""
random/apps/BetaEstimate.html,ancillary,https://www.randomservices.org/random/apps/BetaEstimate.html,8133,9de8e3f017306ed3155783a026f8e312324b5bcf8518708fa508c40a88e4c5d3,text/html,"Fri, 13 Mar 2026 16:28:38 GMT","""1fc5-69b43b36-914f36bd92870ba9;;;"""
